study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB21504	SAMEA104176060	ERS1835078	ERX2145632	ERR2088838	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088838/ERR2088838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088838/ERR2088838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088838/ERR2088838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088838/ERR2088838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC09_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC09_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC09_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC09_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088838	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088838		
PRJEB21504	SAMEA104176061	ERS1835079	ERX2145633	ERR2088839	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088839/ERR2088839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088839/ERR2088839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088839/ERR2088839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088839/ERR2088839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC10_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC10_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC10_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC10_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088839	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088839		
PRJEB21504	SAMEA104176062	ERS1835080	ERX2145634	ERR2088840	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088840/ERR2088840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088840/ERR2088840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088840/ERR2088840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088840/ERR2088840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC11_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC11_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088840	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088840		
PRJEB21504	SAMEA104176063	ERS1835081	ERX2145635	ERR2088841	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088841/ERR2088841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088841/ERR2088841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088841/ERR2088841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088841/ERR2088841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC12_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC12_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC12_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC12_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088841	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088841		
PRJEB21504	SAMEA104176064	ERS1835082	ERX2145636	ERR2088842	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088842/ERR2088842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088842/ERR2088842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088842/ERR2088842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088842/ERR2088842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC13_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC13_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC13_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC13_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088842	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088842		
PRJEB21504	SAMEA104176065	ERS1835083	ERX2145637	ERR2088843	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088843/ERR2088843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088843/ERR2088843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088843/ERR2088843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088843/ERR2088843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC14_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC14_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC14_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC14_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088843	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088843		
PRJEB21504	SAMEA104176066	ERS1835084	ERX2145638	ERR2088844	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088844/ERR2088844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088844/ERR2088844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088844/ERR2088844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088844/ERR2088844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC15_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC15_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC15_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC15_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088844	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088844		
PRJEB21504	SAMEA104176067	ERS1835085	ERX2145639	ERR2088845	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088845/ERR2088845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088845/ERR2088845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088845/ERR2088845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088845/ERR2088845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC16_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC16_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC16_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC16_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088845	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088845		
PRJEB21504	SAMEA104176068	ERS1835086	ERX2145640	ERR2088846	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088846/ERR2088846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088846/ERR2088846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088846/ERR2088846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088846/ERR2088846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC17_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC17_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088846	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088846		
PRJEB21504	SAMEA104176069	ERS1835087	ERX2145641	ERR2088847	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088847/ERR2088847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088847/ERR2088847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088847/ERR2088847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088847/ERR2088847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088847	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088847		
PRJEB21504	SAMEA104176070	ERS1835088	ERX2145642	ERR2088848	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088848/ERR2088848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088848/ERR2088848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088848/ERR2088848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088848/ERR2088848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088848	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088848		
PRJEB21504	SAMEA104176071	ERS1835089	ERX2145643	ERR2088849	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088849/ERR2088849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088849/ERR2088849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088849/ERR2088849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088849/ERR2088849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC20_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC20_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088849	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088849		
PRJEB21504	SAMEA104176072	ERS1835090	ERX2145644	ERR2088850	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088850/ERR2088850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088850/ERR2088850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088850/ERR2088850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088850/ERR2088850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC21_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC21_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC21_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC21_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088850	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088850		
PRJEB21504	SAMEA104176073	ERS1835091	ERX2145645	ERR2088851	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088851/ERR2088851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088851/ERR2088851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088851/ERR2088851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088851/ERR2088851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC22_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC22_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088851	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088851		
PRJEB21504	SAMEA104176074	ERS1835092	ERX2145646	ERR2088852	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088852/ERR2088852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088852/ERR2088852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088852/ERR2088852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088852/ERR2088852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC23_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC23_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC23_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC23_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088852	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088852		
PRJEB21504	SAMEA104176075	ERS1835093	ERX2145647	ERR2088853	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088853/ERR2088853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088853/ERR2088853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088853/ERR2088853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088853/ERR2088853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC24_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC24_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC24_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC24_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088853	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088853		
PRJEB21504	SAMEA104176076	ERS1835094	ERX2145648	ERR2088854	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088854/ERR2088854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088854/ERR2088854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088854/ERR2088854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088854/ERR2088854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC25_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC25_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC25_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC25_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088854	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088854		
PRJEB21504	SAMEA104176077	ERS1835095	ERX2145649	ERR2088855	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088855/ERR2088855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088855/ERR2088855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088855/ERR2088855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088855/ERR2088855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC26_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC26_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC26_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC26_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088855	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088855		
PRJEB21504	SAMEA104176078	ERS1835096	ERX2145650	ERR2088856	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088856/ERR2088856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088856/ERR2088856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088856/ERR2088856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088856/ERR2088856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC27_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC27_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC27_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC27_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088856	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088856		
PRJEB21504	SAMEA104176079	ERS1835097	ERX2145651	ERR2088857	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088857/ERR2088857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088857/ERR2088857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088857/ERR2088857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088857/ERR2088857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC28_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC28_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC28_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC28_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088857	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088857		
PRJEB21504	SAMEA104176080	ERS1835098	ERX2145652	ERR2088858	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088858/ERR2088858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088858/ERR2088858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088858/ERR2088858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088858/ERR2088858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC29_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC29_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC29_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC29_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088858	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088858		
PRJEB21504	SAMEA104205699	ERS1864717	ERX2145653	ERR2088859	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088859/ERR2088859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088859/ERR2088859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088859/ERR2088859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088859/ERR2088859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC30.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC30.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC30.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC30.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088859	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088859		
PRJEB21504	SAMEA104205700	ERS1864718	ERX2145654	ERR2088860	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088860/ERR2088860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088860/ERR2088860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088860/ERR2088860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088860/ERR2088860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC31.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC31.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC31.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC31.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088860	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088860		
PRJEB21504	SAMEA104205701	ERS1864719	ERX2145655	ERR2088861	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088861/ERR2088861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088861/ERR2088861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088861/ERR2088861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088861/ERR2088861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC32.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC32.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC32.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC32.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088861	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088861		
